rep,stat_mean_diff
1,0.021930078346507287
2,-0.0461168138315724
3,-0.12777308444526803
4,-0.1345777736630751
5,0.06956290287116218
6,0.17163324113828082
7,-0.18901528740553797
8,0.09678165974239406
9,0.01512538912869843
10,-0.03931212461376443
11,-0.06653088148499631
12,-0.0461168138315724
13,0.07636759208897015
14,-0.005288678524724588
15,-0.025702746178148494
16,0.08317228130677812
17,0.049148835217738274
18,0.1308051058314339
19,0.12400041661362504
20,0.08317228130677812
21,0.0899769705245852
22,0.035539456782122336
23,0.042344145999930305
24,-0.05972619226718834
25,-0.025702746178148494
26,-0.08014025992061136
27,0.021930078346507287
28,-0.06653088148499631
29,0.06956290287116218
30,0.049148835217738274
31,0.028734767564315256
32,-0.0461168138315724
33,0.042344145999930305
34,0.049148835217738274
35,0.035539456782122336
36,0.09678165974239406
37,-0.012093367742532557
38,0.06956290287116218
39,0.06275821365335421
40,-0.08014025992061136
41,-0.06653088148499631
42,-0.005288678524724588
43,0.06275821365335421
44,0.042344145999930305
45,0.042344145999930305
46,-0.012093367742532557
47,-0.08014025992061136
48,0.035539456782122336
49,-0.1345777736630751
50,0.0899769705245852
51,-0.16179653053430698
52,-0.12777308444526803
53,-0.0461168138315724
54,0.021930078346507287
55,-0.005288678524724588
56,0.05595352443554713
57,0.028734767564315256
58,-0.16179653053430698
59,-0.05972619226718834
60,0.0015160106930833805
61,0.008320699910890461
62,0.008320699910890461
63,0.008320699910890461
64,0.042344145999930305
65,-0.06653088148499631
66,0.09678165974239406
67,-0.005288678524724588
68,-0.025702746178148494
69,-0.025702746178148494
70,0.06275821365335421
71,-0.03250743539595646
72,0.01512538912869843
73,-0.09374963835622818
74,0.0015160106930833805
75,0.042344145999930305
76,-0.012093367742532557
77,-0.0461168138315724
78,0.06956290287116218
79,0.15121917348485692
80,-0.018898056960341414
81,0.06275821365335421
82,-0.05972619226718834
83,0.01512538912869843
84,-0.06653088148499631
85,-0.17540590896992292
86,-0.08694494913841933
87,0.042344145999930305
88,0.16482855192047374
89,0.06956290287116218
90,-0.10735901679184323
91,-0.14818715209869104
92,-0.05292150304938037
93,0.008320699910890461
94,0.10358634896020202
95,-0.10735901679184323
96,0.07636759208897015
97,0.09678165974239406
98,-0.12096839522745917
99,-0.05292150304938037
100,0.08317228130677812
101,-0.16179653053430698
102,0.11039103817800999
103,0.028734767564315256
104,-0.09374963835622818
105,-0.14818715209869104
106,0.11039103817800999
107,-0.03931212461376443
108,0.05595352443554713
109,-0.12777308444526803
110,0.042344145999930305
111,-0.05292150304938037
112,0.028734767564315256
113,-0.2978903148904646
114,-0.025702746178148494
115,-0.03931212461376443
116,-0.025702746178148494
117,0.042344145999930305
118,0.10358634896020202
119,0.05595352443554713
120,-0.018898056960341414
121,-0.025702746178148494
122,0.06956290287116218
123,-0.08694494913841933
124,0.06275821365335421
125,-0.03931212461376443
126,0.0015160106930833805
127,0.05595352443554713
128,0.07636759208897015
129,-0.018898056960341414
130,0.06956290287116218
131,0.12400041661362504
132,-0.06653088148499631
133,0.049148835217738274
134,-0.03931212461376443
135,0.049148835217738274
136,-0.012093367742532557
137,-0.06653088148499631
138,0.14441448426704895
139,0.08317228130677812
140,-0.0461168138315724
141,0.10358634896020202
142,0.049148835217738274
143,0.06956290287116218
144,-0.09374963835622818
145,0.0899769705245852
146,-0.018898056960341414
147,0.11719572739581707
148,-0.08014025992061136
149,-0.08014025992061136
150,-0.16860121975211495
151,-0.018898056960341414
152,-0.05292150304938037
153,0.09678165974239406
154,-0.05292150304938037
155,-0.012093367742532557
156,-0.08014025992061136
157,0.12400041661362504
158,-0.154991841316499
159,0.07636759208897015
160,-0.08014025992061136
161,-0.03931212461376443
162,-0.0461168138315724
163,0.10358634896020202
164,-0.012093367742532557
165,-0.03250743539595646
166,0.021930078346507287
167,0.008320699910890461
168,0.1308051058314339
169,-0.08694494913841933
170,0.021930078346507287
171,-0.12096839522745917
172,-0.03931212461376443
173,0.008320699910890461
174,0.008320699910890461
175,0.07636759208897015
176,0.0015160106930833805
177,-0.09374963835622818
178,-0.03250743539595646
179,0.09678165974239406
180,0.11719572739581707
181,0.08317228130677812
182,-0.10735901679184323
183,-0.10735901679184323
184,0.11719572739581707
185,0.021930078346507287
186,0.01512538912869843
187,-0.05292150304938037
188,-0.1141637060096512
189,-0.012093367742532557
190,-0.03250743539595646
191,-0.005288678524724588
192,-0.07333557070280428
193,-0.14138246288088308
194,-0.06653088148499631
195,0.035539456782122336
196,-0.06653088148499631
197,-0.005288678524724588
198,0.07636759208897015
199,0.16482855192047374
